"","GeneID","Chr","n.866","n.942","n.900","n.IXa","meanDiv","StDev"
"764","CTYZ_00003067","Ctyz_3",8,22,5,17,13,7.87
"765","CTYZ_00003068","Ctyz_3",4,22,7,3,9,8.83
"766","CTYZ_00003070","Ctyz_3",2,2,NA,3,2.33,0.58
"767","CTYZ_00003071","Ctyz_3",5,5,2,5,4.25,1.5
"768","CTYZ_00003072","Ctyz_3",28,27,9,25,22.25,8.92
"769","CTYZ_00003073","Ctyz_3",2,2,2,NA,2,0
"770","CTYZ_00003074","Ctyz_3",1,2,1,1,1.25,0.5
"771","CTYZ_00003076","Ctyz_3",2,5,4,2,3.25,1.5
"772","CTYZ_00003077","Ctyz_3",6,1,1,NA,2.67,2.89
"773","CTYZ_00003078","Ctyz_3",1,2,1,1,1.25,0.5
"774","CTYZ_00003079","Ctyz_3",1,3,NA,2,2,1
"775","CTYZ_00003080","Ctyz_3",5,6,1,2,3.5,2.38
"776","CTYZ_00003081","Ctyz_3",3,3,1,3,2.5,1
"777","CTYZ_00003083","Ctyz_3",1,NA,NA,1,1,0
"778","CTYZ_00003084","Ctyz_3",4,2,1,2,2.25,1.26
"779","CTYZ_00003086","Ctyz_3",1,NA,NA,1,1,0
"780","CTYZ_00003087","Ctyz_3",9,12,2,9,8,4.24
"781","CTYZ_00003088","Ctyz_3",5,2,NA,2,3,1.73
"782","CTYZ_00003089","Ctyz_3",4,3,NA,4,3.67,0.58
"783","CTYZ_00003090","Ctyz_3",9,12,4,11,9,3.56
"784","CTYZ_00003091","Ctyz_3",1,NA,NA,NA,1,NA
"785","CTYZ_00003092","Ctyz_3",2,1,1,NA,1.33,0.58
"786","CTYZ_00003093","Ctyz_3",3,3,NA,1,2.33,1.15
"787","CTYZ_00003095","Ctyz_3",38,13,7,15,18.25,13.6
"788","CTYZ_00003096","Ctyz_3",8,1,NA,3,4,3.61
"789","CTYZ_00003097","Ctyz_3",1,NA,NA,NA,1,NA
"790","CTYZ_00003099","Ctyz_3",4,2,NA,2,2.67,1.15
"791","CTYZ_00003102","Ctyz_3",1,1,3,1,1.5,1
"792","CTYZ_00003103","Ctyz_3",2,4,2,NA,2.67,1.15
"793","CTYZ_00003104","Ctyz_3",1,2,NA,1,1.33,0.58
"794","CTYZ_00003105","Ctyz_3",1,NA,NA,NA,1,NA
"795","CTYZ_00003107","Ctyz_3",3,3,3,2,2.75,0.5
"796","CTYZ_00003109","Ctyz_3",1,4,7,NA,4,3
"797","CTYZ_00003110","Ctyz_3",4,2,NA,3,3,1
"798","CTYZ_00003111","Ctyz_3",2,2,NA,2,2,0
"799","CTYZ_00003113","Ctyz_3",4,5,1,4,3.5,1.73
"800","CTYZ_00003115","Ctyz_3",5,1,1,1,2,2
"801","CTYZ_00003116","Ctyz_3",1,1,NA,1,1,0
"802","CTYZ_00003117","Ctyz_3",1,1,1,NA,1,0
"803","CTYZ_00003119","Ctyz_3",1,5,NA,1,2.33,2.31
"804","CTYZ_00003120","Ctyz_3",1,1,1,1,1,0
"805","CTYZ_00003121","Ctyz_3",9,9,3,5,6.5,3
"806","CTYZ_00003123","Ctyz_3",2,5,2,1,2.5,1.73
"807","CTYZ_00003124","Ctyz_3",1,NA,NA,NA,1,NA
"808","CTYZ_00003128","Ctyz_3",2,1,NA,1,1.33,0.58
"809","CTYZ_00003131","Ctyz_3",2,NA,NA,2,2,0
"810","CTYZ_00003132","Ctyz_3",2,6,NA,5,4.33,2.08
"811","CTYZ_00003133","Ctyz_3",2,1,1,NA,1.33,0.58
"812","CTYZ_00003134","Ctyz_3",20,40,8,26,23.5,13.3
"813","CTYZ_00003136","Ctyz_3",2,1,1,3,1.75,0.96
"814","CTYZ_00003138","Ctyz_3",4,5,1,6,4,2.16
"815","CTYZ_00003140","Ctyz_3",28,70,26,12,34,25.03
"816","CTYZ_00003141","Ctyz_3",1,12,4,5,5.5,4.65
"817","CTYZ_00003143","Ctyz_3",6,10,2,5,5.75,3.3
"818","CTYZ_00003144","Ctyz_3",5,69,29,7,27.5,29.73
"819","CTYZ_00003145","Ctyz_3",6,85,41,7,34.75,37.24
"820","CTYZ_00003146","Ctyz_3",2,6,1,2,2.75,2.22
"821","CTYZ_00003147","Ctyz_3",2,12,5,3,5.5,4.51
"822","CTYZ_00003148","Ctyz_3",5,4,2,4,3.75,1.26
"823","CTYZ_00003149","Ctyz_3",2,4,NA,NA,3,1.41
"824","CTYZ_00003150","Ctyz_3",2,3,NA,1,2,1
"825","CTYZ_00003151","Ctyz_3",5,10,3,2,5,3.56
"826","CTYZ_00003152","Ctyz_3",8,10,5,6,7.25,2.22
"827","CTYZ_00003153","Ctyz_3",3,8,1,2,3.5,3.11
"828","CTYZ_00003154","Ctyz_3",2,11,3,1,4.25,4.57
"829","CTYZ_00003155","Ctyz_3",9,6,2,8,6.25,3.1
"830","CTYZ_00003157","Ctyz_3",6,2,1,8,4.25,3.3
"831","CTYZ_00003159","Ctyz_3",1,1,1,1,1,0
"832","CTYZ_00003160","Ctyz_3",3,1,1,2,1.75,0.96
"833","CTYZ_00003161","Ctyz_3",3,8,3,2,4,2.71
"834","CTYZ_00003162","Ctyz_3",1,2,1,1,1.25,0.5
"835","CTYZ_00003163","Ctyz_3",1,1,NA,1,1,0
"836","CTYZ_00001753","Ctyz_4",44,46,23,31,36,10.92
"837","CTYZ_00001758","Ctyz_4",25,39,5,35,26,15.19
"838","CTYZ_00001759","Ctyz_4",4,13,2,4,5.75,4.92
"839","CTYZ_00001760","Ctyz_4",6,3,NA,2,3.67,2.08
"840","CTYZ_00001762","Ctyz_4",3,NA,NA,1,2,1.41
"841","CTYZ_00001763","Ctyz_4",1,8,1,1,2.75,3.5
"842","CTYZ_00001765","Ctyz_4",4,3,2,3,3,0.82
"843","CTYZ_00001767","Ctyz_4",2,2,2,1,1.75,0.5
"844","CTYZ_00001768","Ctyz_4",1,NA,NA,NA,1,NA
"845","CTYZ_00001769","Ctyz_4",2,NA,NA,NA,2,NA
"846","CTYZ_00001771","Ctyz_4",1,NA,NA,NA,1,NA
"847","CTYZ_00001774","Ctyz_4",1,3,1,1,1.5,1
"848","CTYZ_00001775","Ctyz_4",4,3,1,2,2.5,1.29
"849","CTYZ_00001777","Ctyz_4",1,1,1,1,1,0
"850","CTYZ_00001778","Ctyz_4",1,1,NA,1,1,0
"851","CTYZ_00001779","Ctyz_4",2,4,NA,1,2.33,1.53
"852","CTYZ_00001780","Ctyz_4",1,2,NA,3,2,1
"853","CTYZ_00001781","Ctyz_4",10,9,4,13,9,3.74
"854","CTYZ_00001783","Ctyz_4",2,7,5,4,4.5,2.08
"855","CTYZ_00001784","Ctyz_4",1,2,2,1,1.5,0.58
"856","CTYZ_00001785","Ctyz_4",2,3,1,2,2,0.82
"857","CTYZ_00001788","Ctyz_4",2,NA,NA,1,1.5,0.71
"858","CTYZ_00001790","Ctyz_4",1,NA,NA,NA,1,NA
"859","CTYZ_00001791","Ctyz_4",3,1,NA,3,2.33,1.15
"860","CTYZ_00001792","Ctyz_4",14,1,NA,1,5.33,7.51
"861","CTYZ_00001794","Ctyz_4",1,1,NA,2,1.33,0.58
"862","CTYZ_00001796","Ctyz_4",1,NA,NA,NA,1,NA
"863","CTYZ_00001797","Ctyz_4",1,2,NA,1,1.33,0.58
"864","CTYZ_00001799","Ctyz_4",2,3,1,2,2,0.82
"865","CTYZ_00001801","Ctyz_4",1,3,NA,1,1.67,1.15
"866","CTYZ_00001802","Ctyz_4",1,1,1,2,1.25,0.5
"867","CTYZ_00001803","Ctyz_4",3,5,NA,1,3,2
"868","CTYZ_00001807","Ctyz_4",1,2,2,2,1.75,0.5
"869","CTYZ_00001809","Ctyz_4",1,1,NA,1,1,0
"870","CTYZ_00001810","Ctyz_4",4,5,2,3,3.5,1.29
"871","CTYZ_00001811","Ctyz_4",5,7,4,5,5.25,1.26
"872","CTYZ_00001812","Ctyz_4",1,2,1,1,1.25,0.5
"873","CTYZ_00001814","Ctyz_4",1,3,1,2,1.75,0.96
"874","CTYZ_00001816","Ctyz_4",1,7,1,3,3,2.83
"875","CTYZ_00001817","Ctyz_4",4,4,4,3,3.75,0.5
"876","CTYZ_00001820","Ctyz_4",1,1,NA,NA,1,0
"877","CTYZ_00001821","Ctyz_4",3,2,NA,2,2.33,0.58
"878","CTYZ_00001824","Ctyz_4",3,2,1,1,1.75,0.96
"879","CTYZ_00001826","Ctyz_4",2,4,NA,4,3.33,1.15
"880","CTYZ_00001827","Ctyz_4",2,4,1,3,2.5,1.29
"881","CTYZ_00001830","Ctyz_4",5,11,4,4,6,3.37
"882","CTYZ_00001831","Ctyz_4",7,10,2,6,6.25,3.3
"883","CTYZ_00001833","Ctyz_4",4,2,NA,6,4,2
"884","CTYZ_00001834","Ctyz_4",1,4,3,2,2.5,1.29
"885","CTYZ_00001835","Ctyz_4",8,22,4,8,10.5,7.9
"886","CTYZ_00001843","Ctyz_4",1,1,NA,3,1.67,1.15
"887","CTYZ_00001846","Ctyz_4",7,3,NA,8,6,2.65
"888","CTYZ_00001847","Ctyz_4",5,5,1,8,4.75,2.87
"889","CTYZ_00001848","Ctyz_4",2,6,NA,7,5,2.65
"890","CTYZ_00001849","Ctyz_4",2,3,1,2,2,0.82
"891","CTYZ_00001850","Ctyz_4",1,1,2,2,1.5,0.58
"892","CTYZ_00001851","Ctyz_4",1,1,1,1,1,0
"893","CTYZ_00001852","Ctyz_4",7,5,2,6,5,2.16
"894","CTYZ_00001854","Ctyz_4",4,3,1,6,3.5,2.08
"895","CTYZ_00001856","Ctyz_4",3,1,NA,3,2.33,1.15
"896","CTYZ_00001858","Ctyz_4",1,NA,NA,1,1,0
"897","CTYZ_00001859","Ctyz_4",4,4,2,NA,3.33,1.15
"898","CTYZ_00001860","Ctyz_4",5,6,1,4,4,2.16
"899","CTYZ_00001861","Ctyz_4",3,2,2,2,2.25,0.5
"900","CTYZ_00001862","Ctyz_4",1,1,1,NA,1,0
"901","CTYZ_00001863","Ctyz_4",5,1,NA,3,3,2
"902","CTYZ_00001864","Ctyz_4",1,1,NA,1,1,0
"903","CTYZ_00001865","Ctyz_4",4,NA,NA,5,4.5,0.71
"904","CTYZ_00001866","Ctyz_4",2,1,1,1,1.25,0.5
"905","CTYZ_00001867","Ctyz_4",1,1,NA,NA,1,0
"906","CTYZ_00001868","Ctyz_4",6,4,2,7,4.75,2.22
"907","CTYZ_00001869","Ctyz_4",1,2,NA,1,1.33,0.58
"908","CTYZ_00001870","Ctyz_4",1,4,NA,5,3.33,2.08
"909","CTYZ_00001871","Ctyz_4",1,3,NA,1,1.67,1.15
"910","CTYZ_00001872","Ctyz_4",8,6,4,5,5.75,1.71
"911","CTYZ_00001873","Ctyz_4",3,4,3,4,3.5,0.58
"912","CTYZ_00001874","Ctyz_4",6,7,1,8,5.5,3.11
"913","CTYZ_00001875","Ctyz_4",3,2,2,3,2.5,0.58
"914","CTYZ_00001877","Ctyz_4",1,3,NA,3,2.33,1.15
"915","CTYZ_00001878","Ctyz_4",2,2,NA,1,1.67,0.58
"916","CTYZ_00001879","Ctyz_4",8,11,6,15,10,3.92
"917","CTYZ_00001880","Ctyz_4",1,NA,NA,2,1.5,0.71
"918","CTYZ_00001881","Ctyz_4",5,4,3,4,4,0.82
"919","CTYZ_00001884","Ctyz_4",5,5,5,4,4.75,0.5
"920","CTYZ_00001885","Ctyz_4",1,NA,NA,NA,1,NA
"921","CTYZ_00001887","Ctyz_4",3,6,2,3,3.5,1.73
"922","CTYZ_00001891","Ctyz_4",2,2,2,1,1.75,0.5
"923","CTYZ_00001892","Ctyz_4",1,1,NA,2,1.33,0.58
"924","CTYZ_00001897","Ctyz_4",2,4,1,10,4.25,4.03
"925","CTYZ_00001899","Ctyz_4",6,6,2,7,5.25,2.22
"926","CTYZ_00001908","Ctyz_4",1,2,2,2,1.75,0.5
"927","CTYZ_00001909","Ctyz_4",3,8,NA,3,4.67,2.89
"928","CTYZ_00001910","Ctyz_4",7,5,5,6,5.75,0.96
"929","CTYZ_00001911","Ctyz_4",1,1,NA,3,1.67,1.15
"930","CTYZ_00001912","Ctyz_4",1,NA,NA,NA,1,NA
"931","CTYZ_00001914","Ctyz_4",4,3,NA,2,3,1
"932","CTYZ_00001915","Ctyz_4",1,1,2,2,1.5,0.58
"933","CTYZ_00001919","Ctyz_4",1,NA,NA,1,1,0
"934","CTYZ_00001920","Ctyz_4",6,11,5,10,8,2.94
"935","CTYZ_00001922","Ctyz_4",2,3,1,6,3,2.16
"936","CTYZ_00001925","Ctyz_4",2,4,1,2,2.25,1.26
"937","CTYZ_00001928","Ctyz_4",5,1,1,1,2,2
"938","CTYZ_00001932","Ctyz_4",2,7,NA,2,3.67,2.89
"939","CTYZ_00001934","Ctyz_4",1,4,3,NA,2.67,1.53
"940","CTYZ_00001935","Ctyz_4",3,5,2,3,3.25,1.26
"941","CTYZ_00001938","Ctyz_4",2,1,2,3,2,0.82
"942","CTYZ_00001941","Ctyz_4",1,NA,NA,NA,1,NA
"943","CTYZ_00001942","Ctyz_4",2,2,2,3,2.25,0.5
"944","CTYZ_00001943","Ctyz_4",1,4,3,2,2.5,1.29
"945","CTYZ_00001945","Ctyz_4",1,2,NA,1,1.33,0.58
"946","CTYZ_00001947","Ctyz_4",1,2,NA,2,1.67,0.58
"947","CTYZ_00001949","Ctyz_4",1,1,1,NA,1,0
"948","CTYZ_00001952","Ctyz_4",2,NA,NA,NA,2,NA
"949","CTYZ_00001955","Ctyz_4",1,3,NA,5,3,2
"950","CTYZ_00001957","Ctyz_4",2,3,2,4,2.75,0.96
"951","CTYZ_00001958","Ctyz_4",2,NA,NA,1,1.5,0.71
"952","CTYZ_00001959","Ctyz_4",1,2,NA,1,1.33,0.58
"953","CTYZ_00001960","Ctyz_4",2,1,1,2,1.5,0.58
"954","CTYZ_00001961","Ctyz_4",2,1,1,2,1.5,0.58
"955","CTYZ_00001964","Ctyz_4",2,1,1,1,1.25,0.5
"956","CTYZ_00001965","Ctyz_4",3,5,2,NA,3.33,1.53
"957","CTYZ_00001969","Ctyz_4",2,3,1,2,2,0.82
"958","CTYZ_00001970","Ctyz_4",1,3,NA,1,1.67,1.15
"959","CTYZ_00001972","Ctyz_4",2,3,1,2,2,0.82
"960","CTYZ_00001973","Ctyz_4",3,1,NA,4,2.67,1.53
"961","CTYZ_00001974","Ctyz_4",3,4,NA,2,3,1
"962","CTYZ_00001975","Ctyz_4",3,3,2,3,2.75,0.5
"963","CTYZ_00001977","Ctyz_4",2,2,NA,2,2,0
"964","CTYZ_00001978","Ctyz_4",1,5,1,1,2,2
"965","CTYZ_00001979","Ctyz_4",1,1,NA,1,1,0
"966","CTYZ_00001980","Ctyz_4",1,1,NA,1,1,0
"967","CTYZ_00001982","Ctyz_4",1,2,1,1,1.25,0.5
"968","CTYZ_00001984","Ctyz_4",2,2,1,2,1.75,0.5
"969","CTYZ_00001989","Ctyz_4",4,3,NA,4,3.67,0.58
"970","CTYZ_00001991","Ctyz_4",1,2,1,1,1.25,0.5
"971","CTYZ_00001992","Ctyz_4",2,4,2,3,2.75,0.96
"972","CTYZ_00001993","Ctyz_4",1,1,1,1,1,0
"973","CTYZ_00001995","Ctyz_4",2,3,NA,2,2.33,0.58
"974","CTYZ_00001997","Ctyz_4",1,NA,NA,NA,1,NA
"975","CTYZ_00002000","Ctyz_4",1,NA,NA,1,1,0
"976","CTYZ_00002001","Ctyz_4",1,1,NA,1,1,0
"977","CTYZ_00002002","Ctyz_4",1,2,8,1,3,3.37
"978","CTYZ_00002003","Ctyz_4",5,3,1,5,3.5,1.91
"979","CTYZ_00002004","Ctyz_4",1,3,2,1,1.75,0.96
"980","CTYZ_00002007","Ctyz_4",6,4,1,7,4.5,2.65
"981","CTYZ_00002009","Ctyz_4",1,NA,NA,1,1,0
"982","CTYZ_00002010","Ctyz_4",1,NA,NA,NA,1,NA
"983","CTYZ_00002013","Ctyz_4",1,NA,NA,NA,1,NA
"984","CTYZ_00002015","Ctyz_4",1,1,NA,1,1,0
"985","CTYZ_00002017","Ctyz_4",2,1,NA,1,1.33,0.58
"986","CTYZ_00002021","Ctyz_4",2,2,1,2,1.75,0.5
"987","CTYZ_00002022","Ctyz_4",1,NA,NA,1,1,0
"988","CTYZ_00002023","Ctyz_4",2,3,1,3,2.25,0.96
"989","CTYZ_00002025","Ctyz_4",26,7,4,8,11.25,9.98
"990","CTYZ_00002027","Ctyz_4",3,8,3,2,4,2.71
"991","CTYZ_00002029","Ctyz_4",2,NA,1,2,1.67,0.58
"992","CTYZ_00002031","Ctyz_4",2,4,2,1,2.25,1.26
"993","CTYZ_00002032","Ctyz_4",1,4,2,2,2.25,1.26
"994","CTYZ_00002033","Ctyz_4",1,1,2,1,1.25,0.5
"995","CTYZ_00002036","Ctyz_4",1,1,NA,NA,1,0
"996","CTYZ_00002037","Ctyz_4",2,2,2,2,2,0
"997","CTYZ_00002039","Ctyz_4",1,1,NA,1,1,0
"998","CTYZ_00002040","Ctyz_4",2,2,1,2,1.75,0.5
"999","CTYZ_00002041","Ctyz_4",1,1,NA,1,1,0
"1000","CTYZ_00002044","Ctyz_4",1,4,1,1,1.75,1.5
"1001","CTYZ_00002045","Ctyz_4",3,4,1,2,2.5,1.29
"1002","CTYZ_00002047","Ctyz_4",1,NA,1,1,1,0
"1003","CTYZ_00002048","Ctyz_4",5,1,NA,4,3.33,2.08
"1004","CTYZ_00002050","Ctyz_4",2,2,1,4,2.25,1.26
"1005","CTYZ_00002051","Ctyz_4",16,32,14,14,19,8.72
"1006","CTYZ_00002052","Ctyz_4",4,5,1,4,3.5,1.73
"1007","CTYZ_00002053","Ctyz_4",1,2,1,1,1.25,0.5
"1008","CTYZ_00002054","Ctyz_4",2,1,2,3,2,0.82
"1009","CTYZ_00002055","Ctyz_4",2,1,NA,NA,1.5,0.71
"1010","CTYZ_00002057","Ctyz_4",1,NA,NA,1,1,0
"1011","CTYZ_00002058","Ctyz_4",2,3,2,2,2.25,0.5
"1012","CTYZ_00002059","Ctyz_4",2,1,2,NA,1.67,0.58
"1013","CTYZ_00002064","Ctyz_4",2,2,1,2,1.75,0.5
"1014","CTYZ_00002065","Ctyz_4",2,3,1,2,2,0.82
"1015","CTYZ_00002066","Ctyz_4",1,4,NA,2,2.33,1.53
"1016","CTYZ_00002073","Ctyz_4",3,3,NA,1,2.33,1.15
"1017","CTYZ_00002074","Ctyz_4",2,4,1,2,2.25,1.26
"1018","CTYZ_00002075","Ctyz_4",1,4,1,2,2,1.41
"1019","CTYZ_00002076","Ctyz_4",3,NA,NA,3,3,0
"1020","CTYZ_00002078","Ctyz_4",1,1,NA,1,1,0
"1021","CTYZ_00002079","Ctyz_4",1,3,2,1,1.75,0.96
"1022","CTYZ_00002081","Ctyz_4",1,1,NA,1,1,0
"1023","CTYZ_00002085","Ctyz_4",1,NA,NA,2,1.5,0.71
"1024","CTYZ_00002086","Ctyz_4",1,NA,NA,NA,1,NA
"1025","CTYZ_00002088","Ctyz_4",2,1,1,NA,1.33,0.58
"1026","CTYZ_00002090","Ctyz_4",1,5,NA,2,2.67,2.08
"1027","CTYZ_00002092","Ctyz_4",3,2,NA,3,2.67,0.58
"1028","CTYZ_00002093","Ctyz_4",1,1,1,1,1,0
"1029","CTYZ_00002094","Ctyz_4",3,1,NA,1,1.67,1.15
"1030","CTYZ_00002096","Ctyz_4",2,1,NA,NA,1.5,0.71
"1031","CTYZ_00002098","Ctyz_4",3,3,3,2,2.75,0.5
"1032","CTYZ_00002099","Ctyz_4",1,1,NA,2,1.33,0.58
"1033","CTYZ_00002103","Ctyz_4",1,1,1,NA,1,0
"1034","CTYZ_00002105","Ctyz_4",6,4,1,3,3.5,2.08
"1035","CTYZ_00002106","Ctyz_4",3,2,1,3,2.25,0.96
"1036","CTYZ_00002107","Ctyz_4",4,3,NA,1,2.67,1.53
"1037","CTYZ_00002108","Ctyz_4",1,2,2,2,1.75,0.5
"1038","CTYZ_00002109","Ctyz_4",6,9,2,7,6,2.94
"1039","CTYZ_00002110","Ctyz_4",4,1,1,1,1.75,1.5
"1040","CTYZ_00002111","Ctyz_4",21,32,9,11,18.25,10.56
"1041","CTYZ_00002112","Ctyz_4",3,1,2,5,2.75,1.71
"1042","CTYZ_00002113","Ctyz_4",3,3,NA,2,2.67,0.58
"1043","CTYZ_00002114","Ctyz_4",3,4,NA,2,3,1
"1044","CTYZ_00002115","Ctyz_4",8,10,4,10,8,2.83
"1045","CTYZ_00002116","Ctyz_4",5,NA,NA,6,5.5,0.71
"1046","CTYZ_00002117","Ctyz_4",1,1,NA,1,1,0
"1047","CTYZ_00002118","Ctyz_4",40,26,4,57,31.75,22.43
"1048","CTYZ_00002119","Ctyz_4",37,8,2,29,19,16.67
"1049","CTYZ_00002120","Ctyz_4",2,NA,NA,NA,2,NA
"1050","CTYZ_00002121","Ctyz_4",4,5,1,5,3.75,1.89
"1051","CTYZ_00002122","Ctyz_4",5,6,3,6,5,1.41
"1052","CTYZ_00002123","Ctyz_4",7,2,1,7,4.25,3.2
"1053","CTYZ_00002124","Ctyz_4",2,4,3,2,2.75,0.96
"1054","CTYZ_00002125","Ctyz_4",10,11,NA,12,11,1
"1055","CTYZ_00002126","Ctyz_4",2,6,NA,1,3,2.65
"1056","CTYZ_00002127","Ctyz_4",4,3,NA,2,3,1
"1057","CTYZ_00002128","Ctyz_4",5,10,1,12,7,4.97
"1058","CTYZ_00002129","Ctyz_4",1,2,NA,3,2,1
"1059","CTYZ_00002130","Ctyz_4",15,22,3,33,18.25,12.58
"1060","CTYZ_00002131","Ctyz_4",12,10,2,10,8.5,4.43
"1061","CTYZ_00002132","Ctyz_4",9,9,4,23,11.25,8.18
"1062","CTYZ_00002133","Ctyz_4",21,31,5,19,19,10.71
"1063","CTYZ_00002134","Ctyz_4",6,8,2,15,7.75,5.44
"1064","CTYZ_00002136","Ctyz_4",1,24,14,37,19,15.25
"1065","CTYZ_00002137","Ctyz_4",3,19,2,7,7.75,7.8
"1066","CTYZ_00002139","Ctyz_4",1,NA,NA,NA,1,NA
"1067","CTYZ_00002140","Ctyz_4",1,2,3,NA,2,1
"1068","CTYZ_00002142","Ctyz_4",1,3,NA,1,1.67,1.15
"1069","CTYZ_00002145","Ctyz_4",9,15,6,7,9.25,4.03
"1070","CTYZ_00002147","Ctyz_4",4,5,1,4,3.5,1.73
"1071","CTYZ_00002149","Ctyz_4",2,3,3,2,2.5,0.58
"1072","CTYZ_00002151","Ctyz_4",2,NA,NA,1,1.5,0.71
"1073","CTYZ_00002152","Ctyz_4",1,6,2,4,3.25,2.22
"1074","CTYZ_00002153","Ctyz_4",8,7,NA,8,7.67,0.58
"1075","CTYZ_00002154","Ctyz_4",3,13,5,6,6.75,4.35
"1076","CTYZ_00002155","Ctyz_4",2,2,1,1,1.5,0.58
"1077","CTYZ_00002156","Ctyz_4",1,1,1,1,1,0
"1078","CTYZ_00002157","Ctyz_4",13,4,2,5,6,4.83
"1079","CTYZ_00002159","Ctyz_4",1,NA,NA,3,2,1.41
"1080","CTYZ_00002161","Ctyz_4",2,1,NA,NA,1.5,0.71
"1081","CTYZ_00002164","Ctyz_4",1,NA,NA,NA,1,NA
"1082","CTYZ_00002167","Ctyz_4",1,NA,NA,NA,1,NA
"1083","CTYZ_00002168","Ctyz_4",4,NA,NA,NA,4,NA
"1084","CTYZ_00002169","Ctyz_4",4,9,2,3,4.5,3.11
"1085","CTYZ_00002170","Ctyz_4",2,3,1,1,1.75,0.96
"1086","CTYZ_00002172","Ctyz_4",6,5,3,4,4.5,1.29
"1087","CTYZ_00002174","Ctyz_4",1,1,1,NA,1,0
"1088","CTYZ_00002176","Ctyz_4",1,2,1,NA,1.33,0.58
"1089","CTYZ_00002177","Ctyz_4",3,1,NA,1,1.67,1.15
"1090","CTYZ_00002178","Ctyz_4",2,6,3,4,3.75,1.71
"1091","CTYZ_00002179","Ctyz_4",3,6,2,3,3.5,1.73
"1092","CTYZ_00002180","Ctyz_4",6,3,2,5,4,1.83
"1093","CTYZ_00002181","Ctyz_4",3,3,1,2,2.25,0.96
"1094","CTYZ_00002182","Ctyz_4",7,6,NA,16,9.67,5.51
"1095","CTYZ_00002183","Ctyz_4",2,2,1,2,1.75,0.5
"1096","CTYZ_00002184","Ctyz_4",1,NA,NA,NA,1,NA
"1097","CTYZ_00002185","Ctyz_4",2,NA,NA,NA,2,NA
"1098","CTYZ_00002187","Ctyz_4",4,14,5,7,7.5,4.51
"1099","CTYZ_00002188","Ctyz_4",1,6,3,1,2.75,2.36
"1100","CTYZ_00002193","Ctyz_4",4,7,1,5,4.25,2.5
"1101","CTYZ_00002195","Ctyz_4",1,NA,NA,1,1,0
"1102","CTYZ_00002196","Ctyz_4",1,2,NA,NA,1.5,0.71
"1103","CTYZ_00002200","Ctyz_4",11,4,4,1,5,4.24
"1104","CTYZ_00002201","Ctyz_4",1,2,NA,1,1.33,0.58
"1105","CTYZ_00002202","Ctyz_4",1,NA,NA,1,1,0
"1106","CTYZ_00002203","Ctyz_4",1,1,NA,1,1,0
"1107","CTYZ_00002204","Ctyz_4",3,1,1,3,2,1.15
"1108","CTYZ_00002205","Ctyz_4",1,1,NA,2,1.33,0.58
"1109","CTYZ_00002206","Ctyz_4",3,1,1,1,1.5,1
"1110","CTYZ_00002207","Ctyz_4",5,6,1,1,3.25,2.63
"1111","CTYZ_00002209","Ctyz_4",1,4,1,1,1.75,1.5
"1112","CTYZ_00002210","Ctyz_4",1,2,NA,1,1.33,0.58
"1113","CTYZ_00002213","Ctyz_4",1,1,NA,NA,1,0
"1114","CTYZ_00002214","Ctyz_4",2,NA,NA,1,1.5,0.71
"1115","CTYZ_00002215","Ctyz_4",3,1,NA,2,2,1
"1116","CTYZ_00002216","Ctyz_4",3,5,NA,5,4.33,1.15
"1117","CTYZ_00002218","Ctyz_4",1,2,1,1,1.25,0.5
"1118","CTYZ_00002220","Ctyz_4",1,3,2,1,1.75,0.96
"1119","CTYZ_00002226","Ctyz_4",1,2,1,1,1.25,0.5
"1120","CTYZ_00002228","Ctyz_4",4,NA,NA,NA,4,NA
"1121","CTYZ_00002229","Ctyz_4",2,2,1,3,2,0.82
"1122","CTYZ_00002230","Ctyz_4",3,2,1,3,2.25,0.96
"1123","CTYZ_00002231","Ctyz_4",5,5,NA,6,5.33,0.58
"1124","CTYZ_00002232","Ctyz_4",1,1,NA,2,1.33,0.58
"1125","CTYZ_00002234","Ctyz_4",2,1,1,2,1.5,0.58
"1126","CTYZ_00002235","Ctyz_4",3,2,3,5,3.25,1.26
"1127","CTYZ_00002236","Ctyz_4",2,1,1,2,1.5,0.58
"1128","CTYZ_00002238","Ctyz_4",3,NA,NA,NA,3,NA
"1129","CTYZ_00002239","Ctyz_4",7,5,2,1,3.75,2.75
"1130","CTYZ_00003166","Ctyz_5",1,5,2,9,4.25,3.59
"1131","CTYZ_00003168","Ctyz_5",7,2,3,15,6.75,5.91
"1132","CTYZ_00003170","Ctyz_5",3,7,40,4,13.5,17.75
"1133","CTYZ_00003172","Ctyz_5",12,18,10,5,11.25,5.38
"1134","CTYZ_00003173","Ctyz_5",18,4,1,22,11.25,10.31
"1135","CTYZ_00003175","Ctyz_5",5,6,2,1,3.5,2.38
"1136","CTYZ_00003177","Ctyz_5",1,2,1,1,1.25,0.5
"1137","CTYZ_00003178","Ctyz_5",2,3,NA,4,3,1
"1138","CTYZ_00003179","Ctyz_5",2,2,NA,1,1.67,0.58
"1139","CTYZ_00003181","Ctyz_5",5,4,1,4,3.5,1.73
"1140","CTYZ_00003183","Ctyz_5",3,2,1,2,2,0.82
"1141","CTYZ_00003185","Ctyz_5",1,4,1,4,2.5,1.73
"1142","CTYZ_00003186","Ctyz_5",2,3,NA,3,2.67,0.58
