"","GeneID","Chr","FeatureType","Product","meanDiversity","StDev","ChangesSum.866","ChangesSum.942","ChangesSum.900","ChangesSum.IXa","SNPs.866","SNPs.942","SNPs.900","SNPs.IXa","AmSNPs.866","AmSNPs.942","AmSNPs.900","AmSNPs.IXa","INS.866","INS.942","INS.900","INS.IXa","DEL.866","DEL.942","DEL.900","DEL.IXa"
"1459","CTYZ_00001752","Ctyz_6","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","CTYZ_00001753","Ctyz_4","CDS","Uncharacterized[space]protein",36,10.92,44,46,23,31,43,44,23,31,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA
"1461","CTYZ_00001757","Ctyz_4","CDS",NA,8,9.9,NA,15,1,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1462","CTYZ_00001758","Ctyz_4","CDS","Uncharacterized[space]protein",26,15.19,25,39,5,35,24,38,5,34,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"1463","CTYZ_00001759","Ctyz_4","CDS","Uncharacterized[space]protein",5.75,4.92,4,13,2,4,4,6,2,4,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA
"1464","CTYZ_00001760","Ctyz_4","CDS","Uncharacterized[space]protein",3.67,2.08,6,3,NA,2,3,2,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"1465","CTYZ_00001762","Ctyz_4","CDS","Uncharacterized[space]protein",2,1.41,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"1466","CTYZ_00001763","Ctyz_4","CDS","Ubiquitin-like[space]modifier-activating[space]enzyme[space]Apg7",2.75,3.5,1,8,1,1,NA,5,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,2,NA,NA
"1467","CTYZ_00001764","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","CTYZ_00001765","Ctyz_4","CDS","Growth[space]factor[space]receptor[space]cysteine-rich/Laminin[space]EGF[space]domain[space]containing[space]protein",3,0.82,4,3,2,3,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1469","CTYZ_00001766","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","CTYZ_00001767","Ctyz_4","CDS","SUI1/PUA[space]domain[space]containing[space]protein",1.75,0.5,2,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","CTYZ_00001768","Ctyz_4","CDS","Sac1p[space]family[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","CTYZ_00001769","Ctyz_4","CDS","Ribosomal[space]RNA-processing[space]protein[space]7[space]with[space]RNA[space]recognition[space]motif[space]domain",2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","CTYZ_00001771","Ctyz_4","CDS","Winged[space]helix-turn-helix[space]DNA-binding[space]domain[space]containing[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","CTYZ_00001772","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1475","CTYZ_00001774","Ctyz_4","CDS","RRM/KH[space]domain[space]containing[space]protein",1.5,1,1,3,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1476","CTYZ_00001775","Ctyz_4","CDS","Zinc[space]finger[comma][space]RING/FYVE/PHD-type[space]domain[space]containing[space]protein",2.5,1.29,4,3,1,2,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","CTYZ_00001776","Ctyz_4","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","CTYZ_00001777","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","CTYZ_00001778","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","CTYZ_00001779","Ctyz_4","CDS","Dos2-interacting[space]transcription[space]regulator[space]of[space]RNA-Pol-II",2.33,1.53,2,4,NA,1,2,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1481","CTYZ_00001780","Ctyz_4","CDS","Dos2-interacting[space]transcription[space]regulator[space]of[space]RNA-Pol-II",2,1,1,2,NA,3,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"1482","CTYZ_00001781","Ctyz_4","CDS","Uncharacterized[space]protein",9,3.74,10,9,4,13,9,8,4,12,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"1483","CTYZ_00001782","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","CTYZ_00001783","Ctyz_4","CDS","Uncharacterized[space]Protein",4.5,2.08,2,7,5,4,2,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"1485","CTYZ_00001784","Ctyz_4","CDS","Ubiquitin-conjugating[space]enzyme[space]E2",1.5,0.58,1,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","CTYZ_00001785","Ctyz_4","CDS","Uncharacterized[space]protein",2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","CTYZ_00001786","Ctyz_4","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","CTYZ_00001788","Ctyz_4","CDS","Serine/threonine-protein[space]kinase",1.5,0.71,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1489","CTYZ_00001790","Ctyz_4","CDS","Proteasome[space]subunit[space]alpha[space]type",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","CTYZ_00001791","Ctyz_4","CDS","WD40-repeat-containing[space]protein",2.33,1.15,3,1,NA,3,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","CTYZ_00001792","Ctyz_4","CDS","Tudor[space]domain[space]containing[space]protein",5.33,7.51,14,1,NA,1,1,1,NA,1,NA,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA
"1492","CTYZ_00001793","Ctyz_4","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","CTYZ_00001794","Ctyz_4","CDS","Protein[space]phosphatase[space]2A[space]regulatory[space]B[space]subunit[space]B56",1.33,0.58,1,1,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1494","CTYZ_00001795","Ctyz_4","CDS",NA,2,1.41,NA,3,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","CTYZ_00001796","Ctyz_4","CDS","Transcriptional[space]activator[space]NFYC/HAP5[space]subunit",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","CTYZ_00001797","Ctyz_4","CDS","Small[space]GTP-binding[space]protein[space]domain[space]containing[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","CTYZ_00001799","Ctyz_4","CDS","Tubulin[space]binding[space]cofactor[space]C-like[space]domain[space]containing[space]protein",2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","CTYZ_00001800","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","CTYZ_00001801","Ctyz_4","CDS","Uncharacterized[space]protein",1.67,1.15,1,3,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","CTYZ_00001802","Ctyz_4","CDS","SET[space]domain[space]containing[space]protein",1.25,0.5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","CTYZ_00001803","Ctyz_4","CDS","Major[space]facilitator[space]superfamily[space]domain[space]containing[space]protein",3,2,3,5,NA,1,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","CTYZ_00001804","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","CTYZ_00001805","Ctyz_4","CDS",NA,2,1.41,NA,3,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1504","CTYZ_00001807","Ctyz_4","CDS","Deoxyhypusine[space]hydroxylase",1.75,0.5,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","CTYZ_00001808","Ctyz_4","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","CTYZ_00001809","Ctyz_4","CDS","Origin[space]recognition[space]complex[comma][space]subunit[space]5",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","CTYZ_00001810","Ctyz_4","CDS","XPG[comma][space]DNA[space]excision[space]repair[space]protein[comma][space]flap[space]endonuclease",3.5,1.29,4,5,2,3,4,4,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1508","CTYZ_00001811","Ctyz_4","CDS","Proteasome[space]activator[space]Blm10[space]mid[space]region-containing[space]protein",5.25,1.26,5,7,4,5,3,7,3,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA
"1509","CTYZ_00001812","Ctyz_4","CDS","Nucleoporin[space]complex[space]subunit[space]54",1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","CTYZ_00001814","Ctyz_4","CDS","Uncharacterized[space]protein",1.75,0.96,1,3,1,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","CTYZ_00001815","Ctyz_4","CDS",NA,2.33,1.53,NA,2,4,1,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","CTYZ_00001816","Ctyz_4","CDS","Oocyst[space]wall[space]protein[space]7",3,2.83,1,7,1,3,1,6,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"1513","CTYZ_00001817","Ctyz_4","CDS","Helicase/SANT-associated[space]domain[space]containing[space]protein",3.75,0.5,4,4,4,3,1,4,3,3,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA
"1514","CTYZ_00001818","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","CTYZ_00001819","Ctyz_4","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","CTYZ_00001820","Ctyz_4","CDS","V-type[space]proton[space]ATPase[space]subunit[space]C",1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","CTYZ_00001821","Ctyz_4","CDS","Uncharacterized[space]protein",2.33,0.58,3,2,NA,2,1,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA
"1518","CTYZ_00001822","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","CTYZ_00001823","Ctyz_4","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","CTYZ_00001824","Ctyz_4","CDS","Enhancer[space]of[space]polycomb-like[space]protein",1.75,0.96,3,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1521","CTYZ_00001826","Ctyz_4","CDS","AP2/ERF[space]domain[space]containing[space]protein",3.33,1.15,2,4,NA,4,2,3,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"1522","CTYZ_00001827","Ctyz_4","CDS","Diphthamide[space]synthase",2.5,1.29,2,4,1,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","CTYZ_00001829","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","CTYZ_00001830","Ctyz_4","CDS","Fibronectin[space]type[space]III[space]domain[space]containing[space]protein",6,3.37,5,11,4,4,5,10,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1525","CTYZ_00001831","Ctyz_4","CDS","Bromodomain/Zinc[space]finger[comma][space]CCHC-type",6.25,3.3,7,10,2,6,7,9,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1526","CTYZ_00001833","Ctyz_4","CDS","Oocyst[space]wall[space]protein[space]3",4,2,4,2,NA,6,3,1,NA,3,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA
"1527","CTYZ_00001834","Ctyz_4","CDS","Uncharacterized[space]protein",2.5,1.29,1,4,3,2,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","CTYZ_00001835","Ctyz_4","CDS","Pyruvate:ferredoxin[space]oxidoreductase/NADPH-cytochrome[space]P450[space]reductase[space]PNO",10.5,7.9,8,22,4,8,7,14,4,8,NA,NA,NA,NA,1,4,NA,NA,NA,4,NA,NA
"1529","CTYZ_00001836","Ctyz_4","CDS",NA,1.33,0.58,NA,2,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","CTYZ_00001838","Ctyz_4","CDS",NA,1.5,0.71,NA,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","CTYZ_00001839","Ctyz_4","CDS",NA,3,0,NA,3,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","CTYZ_00001842","Ctyz_4","CDS",NA,1.33,0.58,NA,1,1,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","CTYZ_00001843","Ctyz_4","CDS","Prefoldin[space]alpha-like[space]protein",1.67,1.15,1,1,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA
"1534","CTYZ_00001844","Ctyz_4","CDS",NA,1,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"1535","CTYZ_00001845","Ctyz_4","CDS",NA,2.67,2.08,NA,2,1,5,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"1536","CTYZ_00001846","Ctyz_4","CDS","cysteine[space]rich[space]protein",6,2.65,7,3,NA,8,6,2,NA,8,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"1537","CTYZ_00001847","Ctyz_4","CDS","Uncharacterized[space]protein",4.75,2.87,5,5,1,8,5,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","CTYZ_00001848","Ctyz_4","CDS","secreted[space]membrane-associated[space]protein",5,2.65,2,6,NA,7,2,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","CTYZ_00001849","Ctyz_4","CDS","Uncharacterized[space]protein",2,0.82,2,3,1,2,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA
"1540","CTYZ_00001850","Ctyz_4","CDS","Bifunctional[space]dihydrofolate[space]reductase/thymidylate[space]synthase",1.5,0.58,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","CTYZ_00001851","Ctyz_4","CDS","Transmembrane[space]amino[space]acid[space]transporter[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","CTYZ_00001852","Ctyz_4","CDS","ABC[space]transporter",5,2.16,7,5,2,6,7,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","CTYZ_00001853","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"1544","CTYZ_00001854","Ctyz_4","CDS","PHD[space]domain[space]containing[space]protein",3.5,2.08,4,3,1,6,3,2,1,4,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA
"1545","CTYZ_00001856","Ctyz_4","CDS","Uncharacterized[space]protein",2.33,1.15,3,1,NA,3,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","CTYZ_00001858","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","CTYZ_00001859","Ctyz_4","CDS","Ring[space]finger[space]domain[space]containing[space]protein",3.33,1.15,4,4,2,NA,2,4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1548","CTYZ_00001860","Ctyz_4","CDS","START-like[space]domain[space]containing[space]protein",4,2.16,5,6,1,4,5,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","CTYZ_00001861","Ctyz_4","CDS","Diacylglycerol[space]kinase",2.25,0.5,3,2,2,2,1,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA
"1550","CTYZ_00001862","Ctyz_4","CDS","Uncharacterized[space]protein",1,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1551","CTYZ_00001863","Ctyz_4","CDS","ORC/CDC6[space]like[space]AAA+[space]Atpase",3,2,5,1,NA,3,5,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","CTYZ_00001864","Ctyz_4","CDS","Ring[space]finger[space]domain[space]containing[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","CTYZ_00001865","Ctyz_4","CDS","Beta[space]adaptin",4.5,0.71,4,NA,NA,5,1,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,2
"1554","CTYZ_00001866","Ctyz_4","CDS","Beta[space]adaptin",1.25,0.5,2,1,1,1,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"1555","CTYZ_00001867","Ctyz_4","CDS","Beta[space]adaptin",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"1556","CTYZ_00001868","Ctyz_4","CDS","putative[space]gamma-tubulin[space]complex[space]4",4.75,2.22,6,4,2,7,6,4,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","CTYZ_00001869","Ctyz_4","CDS","Gamma-tubulin[space]complex[space]component[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","CTYZ_00001870","Ctyz_4","CDS","Uncharacterized[space]protein",3.33,2.08,1,4,NA,5,1,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","CTYZ_00001871","Ctyz_4","CDS","Uncharacterized[space]protein",1.67,1.15,1,3,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","CTYZ_00001872","Ctyz_4","CDS","Insulinase[space]like[space]peptidase",5.75,1.71,8,6,4,5,4,6,3,5,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA
"1561","CTYZ_00001873","Ctyz_4","CDS","DEAH-box[space]subfamily[space]ATP-dependent[space]helicase",3.5,0.58,3,4,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"1562","CTYZ_00001874","Ctyz_4","CDS","Uncharacterized[space]protein",5.5,3.11,6,7,1,8,5,7,1,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1563","CTYZ_00001875","Ctyz_4","CDS","Uncharacterized[space]protein",2.5,0.58,3,2,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","CTYZ_00001876","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1565","CTYZ_00001877","Ctyz_4","CDS","Uncharacterized[space]protein",2.33,1.15,1,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA
"1566","CTYZ_00001878","Ctyz_4","CDS","Inosine[space]triphosphate[space]pyrophosphatase-like",1.67,0.58,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,1
"1567","CTYZ_00001879","Ctyz_4","CDS","Uncharacterized[space]protein",10,3.92,8,11,6,15,5,8,6,6,NA,NA,NA,NA,NA,1,NA,5,3,2,NA,4
"1568","CTYZ_00001880","Ctyz_4","CDS","Maspardin/Alpha[space]Beta[space]hydrolase[space]fold-containing[space]protein",1.5,0.71,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"1569","CTYZ_00001881","Ctyz_4","CDS","Metacaspase-like[space]protein",4,0.82,5,4,3,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","CTYZ_00001883","Ctyz_4","CDS",NA,1.5,0.71,NA,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","CTYZ_00001884","Ctyz_4","CDS","SEC14",4.75,0.5,5,5,5,4,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"1572","CTYZ_00001885","Ctyz_4","CDS","GDP[space]dissociation[space]inhibitor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","CTYZ_00001886","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","CTYZ_00001887","Ctyz_4","CDS","B-box[space]zinc[space]finger[space]domain[space]containing[space]protein",3.5,1.73,3,6,2,3,3,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","CTYZ_00001888","Ctyz_4","CDS",NA,2.5,0.71,NA,2,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","CTYZ_00001889","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","CTYZ_00001890","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"1578","CTYZ_00001891","Ctyz_4","CDS","Ribosomal[space]protein[space]S5",1.75,0.5,2,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","CTYZ_00001892","Ctyz_4","CDS","Diamine[space]acetyltransferase",1.33,0.58,1,1,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","CTYZ_00001896","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","CTYZ_00001897","Ctyz_4","CDS","Uncharacterized[space]protein",4.25,4.03,2,4,1,10,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1
"1582","CTYZ_00001899","Ctyz_4","CDS","RPN2/26s[space]proteasome[space]regulatory[space]subunit",5.25,2.22,6,6,2,7,6,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","CTYZ_00001901","Ctyz_4","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","CTYZ_00001903","Ctyz_4","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","CTYZ_00001904","Ctyz_4","tRNA",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","CTYZ_00001906","Ctyz_4","CDS",NA,2,1.41,NA,3,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","CTYZ_00001907","Ctyz_4","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","CTYZ_00001908","Ctyz_4","CDS","Ribosomal[space]RNA[space]large[space]subunit[space]methyltransferase[space]E",1.75,0.5,1,2,2,2,1,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA
"1589","CTYZ_00001909","Ctyz_4","CDS","Chromodomain-helicase-DNA-binding'multidomain[space]chromatin[space]protein",4.67,2.89,3,8,NA,3,3,6,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"1590","CTYZ_00001910","Ctyz_4","CDS","Uncharacterized[space]protein",5.75,0.96,7,5,5,6,4,5,5,6,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA
"1591","CTYZ_00001911","Ctyz_4","CDS","Serine/threonine[space]protein[space]kinase",1.67,1.15,1,1,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2
"1592","CTYZ_00001912","Ctyz_4","CDS","Serine/threonine[space]protein[space]kinase",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
